player_id,season,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,special_teams_tds,fantasy_points,fantasy_points_ppr,games,tgt_sh,ay_sh,yac_sh,wopr,ry_sh,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh
15754,2013,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,115,0,0,0,174,60,8,0.0546655166,0,0,11.5,24.5,6,0.09090909091,0.08558780128,0.08321775312,0.2048338774,0.07600793126,0,0.1066666667,0.09638554217,0.03800396563,0.06080634501,0.4978354978,0.04901764635
16098,2010,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,155,0,0,0,9,5.660317369,0,2,3,6,0,0,0,4,5,0,1.417198195,0,0,16.1,18.1,7,0.0134529148,0.002144772118,0.005091649695,0.02189518989,0.003134796238,0,0,0,0.001567398119,0.002507836991,0.0269058296,0.02390196234
16689,2010,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0.03629992093,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,2.7,1,0,0,0,0,0,0,0,0,0,0,0,0.01909746782
16689,2011,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.84290397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16960,2010,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,3,0,1,2.670920556,0,0,6.2,7.2,2,0.03773584906,0.008450704225,0,0.06336433697,0.005076142132,0.2,0.04761904762,0.07692307692,0.1025380711,0.04406091371,0.03773584906,0.03657421518
17162,2010,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0.9144026851,0,59,94,755,5,1,1,929,236,35,34.42874115,0,0,103.3,162.3,16,0.1962421712,0.206950323,0.1498412698,0.4599235152,0.1940874036,0.2272727273,0.2,0.2030456853,0.2106800654,0.2007244683,1.576200418,0.1228614686
17162,2011,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,63,381,2,1,1,392,163,20,1.743971409,0,0,48.1,94.1,14,0.1415730337,0.09240924092,0.1086666667,0.2862869433,0.1047278725,0.1052631579,0.1092896175,0.1089108911,0.1049955152,0.1048349295,0.8561797753,0.07911419011
17915,2010,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,673,2,4,2,26,14.59078724,0,19,30,141,1,0,0,54,110,6,5.8326777,0,0,95.4,114.4,16,0.05376344086,0.01141649049,0.07596685083,0.08977835368,0.03757995736,0.05882352941,0.03174603175,0.03398058252,0.04820174338,0.04182867177,0.252688172,0.09646844537
17915,2011,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,444,2,2,2,20,11.81121038,0,13,20,83,0,0,0,19,67,5,0.3401717536,0,0,60.7,73.7,16,0.03676470588,0.003774334525,0.04211187932,0.05816652644,0.02287131441,0,0.02762430939,0.02475247525,0.01143565721,0.01829705153,0.1525735294,0.0573246426
18227,2015,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0.9178577111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0.00374251497
18956,2013,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,0,0,1,10,1,1.283313316,0,0,0.9,1.9,1,0.02941176471,0.004385964912,0.07246376812,0.04060887513,0.03797468354,0,0.09090909091,0.07692307692,0.01898734177,0.03037974684,0.2647058824,0.02331860579
19041,2010,REG,1,1,8,0,0,0,0,0,0,8,0,1,1.013806977,0,0,6,5,0,0,0,0,2.319389384,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.18,3,0,0,0,0,0,0,0,0,0,0,0,0.0005577244841
19041,2011,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3.768365971,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0.002215722769
19457,2011,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,26,0,0,0,22,10,2,1.585930709,0,0,2.6,5.6,3,0.04210526316,0.03047091413,0.02463054187,0.08753462604,0.03394255875,0,0.0487804878,0.04761904762,0.01697127937,0.027154047,0.2736842105,0.02671245945
19484,2010,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,56,0,0,0,6,0.968513803,0,7,12,77,0,0,0,31,68,4,1.887518137,0,0,13.3,20.3,14,0.02631578947,0.008532892926,0.03962703963,0.04629999855,0.02127659574,0,0.02247191011,0.01886792453,0.01063829787,0.0170212766,0.1688596491,0.01433150248
19484,2011,REG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,98,0,0,0,7,4.584678565,0,5,7,13,0,0,0,7,15,0,4.199902945,0,0,11.1,16.1,3,0.06542056075,0.01136363636,0.0406504065,0.1072217502,0.01805555556,0,0,0,0.009027777778,0.01444444444,0.1214953271,0.06057185854
