Name,Position,player_id,season,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr_x,special_teams_tds,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa
Tom Brady,QB,19596,2021,REG,485,719,5316.0,43,12.0,22.0,144.0,3,2,5821.0,2534.0,269.0,145.714883711392,0,15.9320748162233,28,81.0,2,1.0,1.0,14.0,3.85047854911179,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andy Lee,PN,22824,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,0,1.0,1.0,0.0,-2.51207417278783,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Roethlisberger,QB,22924,2021,REG,390,605,3740.0,22,10.0,38.0,239.0,11,5,4055.0,1932.0,188.0,-44.5825530095486,2,15.4474058987386,20,5.0,1,0.0,0.0,3.0,-1.97940342813438,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Rodgers,QB,23459,2021,REG,366,531,4115.0,37,4.0,30.0,188.0,1,0,4078.0,2189.0,213.0,128.684114856113,0,16.8399134952831,33,101.0,3,2.0,0.0,10.0,5.83122421469307,0,1,1,-4.0,0,0.0,0.0,-4.0,0.0,0.0,-1.24344629049301,0,0.0,0.032258064516129,-0.0112994350282486,0.0404774922544195,0.0,16,0.00178890876565295,-0.000930016275284817,0.0,0.00193935012825157,-0.000922509225092251,0.0,0.0,0.0,-0.000461254612546125,-0.000738007380073801,-0.00715563506261181
Ryan Fitzpatrick,QB,23682,2021,REG,3,6,13.0,0,0.0,1.0,2.0,1,0,9.0,6.0,0.0,-4.27462314258315,0,1.44444444444444,1,2.0,0,0.0,0.0,0.0,-1.19552433757689,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcedes Lewis,TE,24243,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,23,28,214.0,0,1.0,0.0,103.0,144.0,10.0,8.63060797413345,0,23.4425397183462,0.841074868363768,0.412532898387106,1.55038533141663,0.0,13,0.0611353711790393,0.029933158965417,0.0785597381342062,0.115649583940893,0.0644966847498493,0.0,0.0578034682080925,0.05,0.0322483423749247,0.0515973477998794,0.467248908296943
Sam Koch,PN,24417,2021,REG,0,1,0.0,0,0.0,0.0,0.0,0,0,10.0,0.0,0.0,-2.7787173029501,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0
Adrian Peterson,RB,25394,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,38,98.0,2,1.0,0.0,6.0,-9.86462577158818,0,4,4,8.0,0,0.0,0.0,-6.0,14.0,0.0,-1.27764497848693,0,-4.25,0.114714261773085,-0.0506717114207963,0.136601194665071,0.0,4,0.027972027972028,-0.00637619553666312,0.0317460317460317,0.0368570855287115,0.00879120879120879,0.0,0.0,0.0,0.0043956043956044,0.00703296703296703,0.0559440559440559
Danny Amendola,WR,26035,2021,REG,0,1,0.0,0,0.0,0.0,0.0,0,0,14.0,0.0,0.0,-0.361697550688405,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,24,38,248.0,3,1.0,0.0,321.0,105.0,10.0,-0.118615819919292,1,6.97943627369075,1.18417945036108,1.16948901244215,2.59491148425112,0.0,8,0.146153846153846,0.155825242718447,0.134443021766965,0.343890963405526,0.140192198982476,0.272727272727273,0.131578947368421,0.149425287356322,0.206459735854874,0.166699213731435,0.953846153846154
Matt Ryan,QB,26143,2021,REG,375,560,3968.0,20,12.0,40.0,274.0,5,3,4001.0,1721.0,195.0,6.56026163567466,0,17.9208790939914,40,82.0,1,5.0,1.0,9.0,-18.94138247697,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Flacco,QB,26158,2021,REG,27,42,338.0,3,0.0,2.0,13.0,1,1,336.0,175.0,14.0,6.29411907645483,0,2.4702273929138,2,3.0,0,0.0,0.0,1.0,0.167107119690627,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeSean Jackson,WR,26189,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,1,4.0,0,0.0,0.0,0.0,0.00335272261872888,0,20,34,454.0,2,1.0,1.0,647.0,175.0,12.0,11.0467898137285,0,10.2980195221988,1.01115828056758,2.13397029642011,3.01051662834545,0.0,14,0.0691056910569106,0.153172348484848,0.0953159041394336,0.226196415373245,0.115024068913099,0.08,0.0638297872340425,0.0657276995305164,0.0975120344565493,0.108019255130479,0.922764227642276
Chad Henne,QB,26197,2021,REG,11,16,82.0,0,0.0,0.0,0.0,0,0,125.0,24.0,6.0,4.04798453045078,0,0.656,8,0.0,0,2.0,0.0,0.0,-1.98729497654131,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Johnson,QB,26300,2021,REG,57,85,638.0,5,2.0,3.0,23.0,0,0,620.0,283.0,39.0,27.3874769334036,0,4.86713581909311,9,28.0,0,2.0,0.0,1.0,-3.19134804530768,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew Stafford,QB,26498,2021,REG,404,601,4886.0,41,17.0,30.0,243.0,4,2,5094.0,2124.0,233.0,116.436423100954,2,17.1057124060843,32,43.0,0,1.0,0.0,8.0,-1.90165293193422,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chase Daniel,QB,26544,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,2,-2.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Hoyer,QB,26625,2021,REG,9,11,227.0,1,0.0,0.0,0.0,0,0,97.0,143.0,8.0,20.8771344408451,0,9.66838383838384,11,-8.0,0,0.0,0.0,1.0,-4.04850489262026,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared Cook,TE,27061,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,48,83,564.0,4,0.0,0.0,685.0,238.0,31.0,4.17193171492949,2,15.0631795873091,2.12799260579024,2.24954079664436,4.76666746633641,0.0,16,0.129082426127527,0.139624949041989,0.105543237250554,0.305323598424882,0.118065731630731,0.111111111111111,0.127572016460905,0.125448028673835,0.114588421370921,0.116674807526807,0.877138413685848
Rob Gronkowski,TE,27656,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,55,89,802.0,6,0.0,0.0,897.0,350.0,34.0,32.7143257656176,0,10.6955680491891,2.04597859130493,2.70632800936833,4.96339749351522,0.0,12,0.168241965973535,0.212357954545455,0.191675794085433,0.422249312596666,0.20464404184741,0.2,0.17258883248731,0.176211453744493,0.202322020923705,0.203715233477928,1.51606805293006
Emmanuel Sanders,WR,27685,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,2,31.0,0,0.0,0.0,2.0,2.02534106461098,0,42,72,626.0,4,0.0,0.0,1077.0,85.0,31.0,25.7774800367589,0,10.5979769083894,1.99574576767668,3.4014869204365,5.37465949582056,0.0,14,0.131147540983607,0.244661517492049,0.055230669265757,0.392450525469049,0.161924469736161,0.129032258064516,0.154228855721393,0.150862068965517,0.145478363900339,0.155346027401832,1.14025500910747
Colt McCoy,QB,27688,2021,REG,74,99,740.0,3,1.0,6.0,40.0,3,1,512.0,452.0,39.0,14.3134917603552,0,6.50818557581296,22,37.0,0,1.0,0.0,6.0,-12.5859220792233,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre Roberts,WR,27691,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,3,19.0,0,0.0,0.0,0.0,0.760434927069582,0,1,2,35.0,0,0.0,0.0,29.0,16.0,1.0,-0.8368861800991,0,1.20689655172414,0.0714285714285714,0.115537848605578,0.188019351166761,1.0,5,0.0112359550561798,0.0235008103727715,0.0212201591511936,0.0356545808824868,0.0243393602225313,0.0,0.0138888888888889,0.0120481927710843,0.0121696801112656,0.019471488178025,0.196629213483146
Jimmy Graham,TE,27696,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,14,23,167.0,3,0.0,0.0,184.0,55.0,10.0,11.7014833347158,1,11.9142580287929,0.680668151723249,0.60981678334708,1.44787397592783,0.0,11,0.0583756345177665,0.0599348534201954,0.04396482813749,0.135511334512806,0.062829194883371,0.25,0.0775193798449612,0.0921985815602837,0.156414597441685,0.100263355906697,0.423857868020305
Antonio Brown,WR,27793,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,1,6.0,0,0.0,0.0,0.0,0.308483928674832,0,42,62,545.0,4,0.0,0.0,734.0,190.0,29.0,33.9537308308926,0,5.25742607387783,1.61636599039509,2.13600970526062,3.91975577927507,0.0,7,0.209459459459459,0.265557163531114,0.182692307692308,0.526634920014081,0.235421166306695,0.2,0.233870967741935,0.229166666666667,0.217710583153348,0.228336933045356,1.84121621621622
Cam Newton,QB,27939,2021,REG,69,126,684.0,4,5.0,10.0,83.0,0,0,878.0,309.0,32.0,-40.7814205947143,1,5.36980430615753,47,230.0,5,4.0,1.0,20.0,2.71166066866135,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A.J. Green,WR,27942,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,54,92,848.0,3,0.0,0.0,1109.0,181.0,37.0,29.4203856565133,0,12.3213960776575,2.63703352521612,4.30269104469909,6.96743401911355,0.0,16,0.163120567375887,0.258327509899837,0.0867689357622244,0.451342858983699,0.195526861886096,0.115384615384615,0.182266009852217,0.174672489082969,0.155455738635356,0.1794984125858,1.50354609929078
Julio Jones,WR,27944,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,31,48,434.0,1,0.0,0.0,579.0,112.0,19.0,15.3809976857338,0,9.54805154552669,1.57346866096866,2.40687753432044,4.0450172654773,0.0,10,0.153846153846154,0.243994943109987,0.11336032388664,0.425965185257221,0.194096601073345,0.0833333333333333,0.165217391304348,0.15748031496063,0.138714967203339,0.171943947525343,1.39102564102564
Blaine Gabbert,QB,27948,2021,REG,7,11,67.0,0,0.0,1.0,10.0,0,0,90.0,39.0,4.0,0.191835123179856,0,5.44047619047619,9,-7.0,0,0.0,0.0,0.0,-14.4709913247498,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Ingram,RB,27966,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,160,554.0,2,1.0,1.0,22.0,-31.3234407077543,0,27,35,162.0,0,0.0,0.0,-1.0,164.0,9.0,-2.09112001853646,0,23.4015873015873,1.01426499881358,-0.00156066009362955,1.52030503615483,0.0,14,0.0759219088937093,-0.000295420974889217,0.120765832106038,0.113646526560653,0.0533596837944664,0.0,0.0642857142857143,0.0566037735849057,0.0266798418972332,0.0426877470355731,0.351409978308026
Andy Dalton,QB,27973,2021,REG,149,236,1515.0,8,9.0,18.0,143.0,1,1,1643.0,752.0,83.0,-31.2130537745202,2,8.75559181079804,16,76.0,0,0.0,0.0,2.0,-0.761328988143249,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Rudolph,TE,27981,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,26,39,257.0,1,0.0,0.0,240.0,137.0,12.0,7.17926541146351,1,17.1106695521018,1.31689967213168,1.29187681416743,2.87966327811472,0.0,15,0.0738636363636364,0.0604229607250755,0.100146198830409,0.159133823125515,0.0858096828046745,0.0714285714285714,0.0816326530612245,0.0807453416149068,0.0786191271166229,0.0829334605294539,0.486742424242424
Randall Cobb,WR,28002,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,1,1.0,0,0.0,0.0,0.0,-0.461276305723004,0,28,39,375.0,5,0.0,0.0,307.0,138.0,21.0,21.414158601907,0,13.9423948880867,1.14000747170814,1.09166949306701,2.47417985270911,0.0,11,0.0997442455242967,0.0963288358958268,0.0880102040816327,0.226679437003106,0.127507650459028,0.227272727272727,0.145833333333333,0.156626506024096,0.177390188865877,0.147460665821767,0.959079283887468
Luke Stocker,TE,28042,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2,2,12.0,0,0.0,0.0,6.0,6.0,0.0,0.365279618534259,0,8.0,0.066017316017316,0.02781217750258,0.11849449827778,0.0,2,0.03125,0.0134228187919463,0.0365853658536585,0.057613255033557,0.032345013477089,0.0,0.0,0.0,0.0161725067385445,0.0258760107816712,0.1875
Lee Smith,TE,28097,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,9,11,65.0,1,0.0,0.0,38.0,31.0,3.0,2.59883824305143,0,13.4444444444444,0.292485754985755,0.137830703731003,0.535210125090334,0.0,6,0.0478260869565217,0.0249671484888305,0.0444126074498567,0.091712849225847,0.0394656952034001,0.1,0.0379746835443038,0.0449438202247191,0.0697328476017001,0.0515725561627201,0.282608695652174
Tyrod Taylor,QB,28118,2021,REG,91,150,966.0,5,5.0,13.0,119.0,0,0,1107.0,491.0,44.0,-14.8756148792061,0,6.39998851480026,19,151.0,3,3.0,0.0,7.0,13.619090607911,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Hogan,WR,28237,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,4,8,41.0,1,0.0,0.0,49.0,13.0,2.0,-0.185800404986367,0,10.3636363636364,0.355494505494505,0.23896249216164,0.700515502754906,0.0,5,0.0666666666666667,0.0457089552238806,0.0325814536340852,0.136567164179104,0.045353982300885,0.0833333333333333,0.0434782608695652,0.0517241379310345,0.0643436578171091,0.0529498525073746,0.341666666666667
Nick Bellore,RB,28292,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,4.0,0,0.0,0.0,0.0,4.0,0.0,0.00502906541805714,0,0.0,0.0357142857142857,0.0,0.0535714285714286,0.0,1,0.0357142857142857,0.0,0.0579710144927536,0.0535714285714286,0.0153846153846154,0.0,0.0,0.0,0.00769230769230769,0.0123076923076923,0.142857142857143
Johnny Hekker,PN,28872,2021,REG,1,1,2.0,0,0.0,0.0,0.0,0,0,-4.0,6.0,0.0,-2.58209159300895,0,0.0,1,0.0,0,0.0,0.0,0.0,-4.7083437948022,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Case Keenum,QB,28986,2021,REG,47,72,462.0,3,1.0,5.0,29.0,1,1,414.0,306.0,25.0,-8.27625317396733,0,4.22256322857117,12,22.0,0,0.0,0.0,6.0,-4.51051827098381,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cole Beasley,WR,29000,2021,REG,0,1,0.0,0,0.0,0.0,0.0,0,0,19.0,0.0,0.0,-0.477590819995385,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,82,112,693.0,1,1.0,0.0,630.0,305.0,34.0,5.13712930508219,1,28.9444818905572,2.94726032044452,2.0739785019912,5.87267543206063,0.0,16,0.184210526315789,0.124900872323553,0.190149625935162,0.376236487332526,0.167553191489362,0.0303030303030303,0.157407407407407,0.140562248995984,0.098928110896196,0.140103159252095,1.13980263157895
Derek Carrier,TE,29119,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2,2,13.0,0,0.0,0.0,7.0,6.0,0.0,0.830683968262747,0,1.85714285714286,0.0540540540540541,0.0231023102310231,0.0972526982427973,0.0,1,0.0540540540540541,0.0231023102310231,0.038961038961039,0.0995629292658996,0.0340314136125654,0.0,0.0,0.0,0.0170157068062827,0.0272251308900524,0.351351351351351
Brandon Bolden,RB,29239,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,44,226.0,1,1.0,0.0,12.0,-2.15171423978943,1,41,49,405.0,2,0.0,0.0,14.0,416.0,21.0,19.0591131757629,0,-9.86654604425502,1.78563467104264,-0.100478995162579,2.60811670995016,0.0,16,0.097029702970297,0.00337512054001929,0.228320526893524,0.148244650887461,0.103527607361963,0.0833333333333333,0.117977528089888,0.113861386138614,0.0934304703476483,0.0994887525562372,0.801980198019802
Russell Wilson,QB,29263,2021,REG,259,400,3113.0,25,6.0,33.0,266.0,4,1,3955.0,1383.0,135.0,16.5060313732689,1,11.84625443354,43,183.0,2,2.0,0.0,17.0,-2.42791386947652,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Travis Benjamin,WR,29269,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,5,0.0,0,0.0,0.0,141.0,0.0,0.0,-9.59796589403413,0,0.0,0.165419884169884,0.486984444127301,0.589018937143937,0.0,3,0.0485436893203883,0.154098360655738,0.0,0.196094222505173,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marvin Jones,WR,29293,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,73,120,832.0,4,0.0,0.0,1422.0,132.0,42.0,25.4242541353034,0,10.8794114107037,3.52234772893309,5.21853304176327,8.93649472263393,0.0,17,0.198675496688742,0.298802269384324,0.0805369127516778,0.537055060540572,0.226456178551987,0.333333333333333,0.235955056179775,0.242105263157895,0.27989475594266,0.247831609508256,1.37748344370861
Nick Foles,QB,29567,2021,REG,24,35,250.0,1,0.0,4.0,21.0,1,0,198.0,165.0,14.0,4.48618238218337,1,1.26262626262626,4,8.0,0,0.0,0.0,1.0,-0.0154439123580232,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kirk Cousins,QB,29604,2021,REG,372,561,4221.0,33,7.0,28.0,197.0,10,2,4575.0,1805.0,192.0,71.7495833180453,0,15.2367604599568,29,115.0,1,2.0,0.0,8.0,-4.47916272084251,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.Y. Hilton,WR,29608,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,23,37,331.0,3,0.0,0.0,476.0,71.0,15.0,20.3100245560054,0,11.8799933756692,1.34441075608878,2.12150624543872,3.50167050594028,0.0,10,0.128919860627178,0.201694915254237,0.095945945945946,0.354735723144156,0.181968114348543,0.2,0.178571428571429,0.181818181818182,0.190984057174272,0.185574491478835,1.15331010452962
Mohamed Sanu,WR,29632,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,15,24,177.0,0,0.0,0.0,227.0,44.0,12.0,12.0587423778091,0,6.49195374650425,0.732162578501251,0.893474298308562,1.72367587656787,0.0,8,0.0919540229885057,0.113613613613614,0.0427184466019417,0.22882192537365,0.083965844402277,0.0,0.122448979591837,0.110091743119266,0.0419829222011385,0.0671726755218216,0.67816091954023
Josh Gordon,WR,29664,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,5,14,32.0,1,0.0,0.0,153.0,5.0,3.0,-12.4963252243166,0,3.45,0.445506186411772,0.63598137950045,1.11344624526797,0.0,9,0.0388888888888889,0.0595562475671468,0.00371195248700817,0.105978331387051,0.0138768430182134,0.0769230769230769,0.0236220472440945,0.0285714285714286,0.0453999599706451,0.0264860897991861,0.0888888888888889
Ryan Tannehill,QB,29701,2021,REG,357,531,3734.0,22,14.0,47.0,327.0,6,3,3953.0,1770.0,192.0,24.6106134466943,1,17.0651720522612,55,270.0,7,4.0,1.0,33.0,34.2893409262762,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren Fells,TE,29738,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,4,5,43.0,0,0.0,0.0,24.0,27.0,2.0,0.8511437906418,0,4.59090909090909,0.15625,0.18341516639389,0.362765616475723,0.0,3,0.04,0.0384615384615385,0.0489130434782609,0.0907692307692308,0.0511904761904762,0.0,0.0465116279069767,0.0425531914893617,0.0255952380952381,0.040952380952381,0.344
Chris Banjo,S,29747,2021,REG,1,1,23.0,0,0.0,0.0,0.0,0,0,19.0,4.0,1.0,3.73152830463368,0,1.21052631578947,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Juszczyk,RB,29892,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,8,22.0,1,0.0,0.0,3.0,-1.85241139755817,0,30,38,296.0,1,0.0,0.0,272.0,151.0,16.0,14.1393833419524,0,20.2846822259866,1.27460783072911,1.21442087791355,2.76200636063316,0.0,15,0.0837004405286344,0.0783184566657069,0.0742744712247909,0.188205426125517,0.0755873340143003,0.0434782608695652,0.0903954802259887,0.085,0.0595327974419328,0.0691655193853533,0.651982378854626
Adam Thielen,WR,30035,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,1,2.0,0,0.0,0.0,0.0,-0.194060182664543,0,67,95,726.0,10,1.0,0.0,903.0,239.0,37.0,23.9418693287546,0,10.933711930496,2.64633306067472,3.47731650476968,6.40362114435086,0.0,13,0.194672131147541,0.244981009224091,0.14133648728563,0.487993004100584,0.196057250877667,0.384615384615385,0.213872832369942,0.236180904522613,0.290336317746526,0.23376887762521,1.48770491803279
Zach Ertz,TE,30061,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,1,4.0,0,0.0,0.0,0.0,0.455292735714465,0,74,112,763.0,5,0.0,0.0,844.0,340.0,40.0,10.3370879293385,0,24.5621230007751,3.1880299907598,3.55194775360774,7.26840841366512,0.0,17,0.185123966942149,0.185780321373542,0.147441457068517,0.426310207512057,0.175080312069757,0.238095238095238,0.199004975124378,0.202702702702703,0.206587775082497,0.187683297274853,1.26115702479339
